"t","x","U","Y"
0.725,0.675,-7.13552977381262,-0.354020448428074
0.75,0.675,-6.69681231671356,-0.523618235003567
0.775,0.675,-6.25309292768072,-0.681015688132104
0.8,0.675,-5.7831716299618,-0.825652881261066
0.825,0.675,-5.25765679523632,-0.956345708576026
0.85,0.675,-4.6443292249961,-1.07116593128321
0.875,0.675,-3.91432056411814,-1.16746471539618
0.9,0.675,-3.04818933195598,-1.24205116274472
0.925,0.675,-2.04091632135015,-1.29150483216489
0.95,0.675,-0.905012633377319,-1.3125854249329
0.975,0.675,0.328689339404032,-1.30268296278153
1,0.675,1.61258757421444,-1.26025062151915
0,0.7,8.14439806665779,1.78762377933704
0.025,0.7,6.9848254437393,1.97083851838595
0.05,0.7,5.70130187104137,2.12223219383029
0.075,0.7,4.39849227094767,2.24032836601706
0.1,0.7,3.17954761240066,2.32627885626654
0.125,0.7,2.13124145084169,2.38361059650105
0.15,0.7,1.31064638788301,2.41761802453273
0.175,0.7,0.735911765741994,2.43447767266254
0.2,0.7,0.383218487771615,2.44021567734111
0.225,0.7,0.19096478065923,2.43969894423958
0.25,0.7,0.0708084347526051,2.43583012884757
0.275,0.7,-0.0763075242970543,2.42909177848595
0.3,0.7,-0.342203760120603,2.41752671532867
0.325,0.7,-0.795175624940142,2.39715193182819
0.35,0.7,-1.46861752755342,2.36272159746222
0.375,0.7,-2.35667568521017,2.30868035093413
0.4,0.7,-3.41738092679151,2.23012560452473
0.425,0.7,-4.5820053154058,2.12360172017772
0.45,0.7,-5.76809168516138,1.98760411483471
0.475,0.7,-6.89307431450446,1.82274113566813
0.5,0.7,-7.88573730212685,1.63157895412843
0.525,0.7,-8.69373081829233,1.41824712103058
0.55,0.7,-9.28662510978339,1.187915124814
0.575,0.7,-9.6550965689972,0.946246351959037
0.6,0.7,-9.80748531588048,0.698908047895806
0.625,0.7,-9.76506936645725,0.45118780043613
0.65,0.7,-9.55707346519078,0.207733261082441
0.675,0.7,-9.21594799813273,-0.0275873106297879
0.7,0.7,-8.77308113639295,-0.2517109728958
0.725,0.7,-8.25499021235362,-0.462306888209902
0.75,0.7,-7.6801717921233,-0.657616264158142
0.775,0.7,-7.05700801095499,-0.836227650172376
0.8,0.7,-6.3832545774401,-0.996821339766227
0.825,0.7,-5.64750569240287,-1.13792786401799
0.85,0.7,-4.83268711315602,-1.25775184686177
0.875,0.7,-3.92112633943676,-1.35410451817344
0.9,0.7,-2.90034049614527,-1.42447452316193
0.925,0.7,-1.76845089809741,-1.46623789286707
0.95,0.7,-0.538219897620016,-1.47698153649175
0.975,0.7,0.761022101730767,-1.45489646926645
1,0.7,2.0838742423186,-1.39918024436944
0,0.725,7.4111488759614,2.14338140364458
0.025,0.725,5.95389344624012,2.2979209653529
0.05,0.725,4.43497012306993,2.41445659113498
0.075,0.725,2.96864385810382,2.49324667517056
0.1,0.725,1.66189326161975,2.53731636486826
0.125,0.725,0.60048513916665,2.55207379483353
0.15,0.725,-0.163079983102525,2.54460108423128
0.175,0.725,-0.617562626581743,2.5226995712118
0.2,0.725,-0.795155774929435,2.49381441402944
0.225,0.725,-0.766949859170404,2.46399724367201
0.25,0.725,-0.63204934071485,2.43707365430432
0.275,0.725,-0.502028193627048,2.41415135302862
0.3,0.725,-0.483467530871689,2.39355210643471
0.325,0.725,-0.661799602752384,2.37117142063135
0.35,0.725,-1.0894087854979,2.34119166625385
0.375,0.725,-1.77995592247716,2.29701271687035
0.4,0.725,-2.70944980415552,2.23223419556078
0.425,0.725,-3.8231088013575,2.14152755670999
0.45,0.725,-5.04592892123009,2.02127903225238
0.475,0.725,-6.29443010132165,1.86994305809766
0.5,0.725,-7.48729832593781,1.68810695945361
0.525,0.725,-8.55344337369468,1.47831673621378
0.55,0.725,-9.43697224516633,1.2447379462464
0.575,0.725,-10.0994042098074,0.99272664327395
0.6,0.725,-10.5198657453217,0.728373068459074
0.625,0.725,-10.6939928118413,0.458058807867865
0.65,0.725,-10.631951528199,0.188056005240855
0.675,0.725,-10.355652671408,-0.0758094544955052
0.7,0.725,-9.89509359217228,-0.328411544375747
0.725,0.725,-9.28388741073412,-0.565469869511607
0.75,0.725,-8.55439736488165,-0.783577284616547
0.775,0.725,-7.73325783505388,-0.980105985804265
0.8,0.725,-6.83823433199777,-1.15301971442119
0.825,0.725,-5.87723841634851,-1.30063437473934
0.85,0.725,-4.84985278756491,-1.4213899542525
0.875,0.725,-3.75113607254022,-1.51369251978213
0.9,0.725,-2.5768966295282,-1.5758739641881
0.925,0.725,-1.32930330602944,-1.60628841648559
0.95,0.725,-0.0216453352530467,-1.60353802567533
0.975,0.725,1.31872124896864,-1.56679019555892
1,0.725,2.64984061513497,-1.49613222161043
0,0.75,6.64049640990505,2.48155377385129
0.025,0.75,4.9114905160872,2.60651179996106
0.05,0.75,3.18321155318388,2.68798288761454
0.075,0.75,1.57729227318795,2.72792822277541
0.1,0.75,0.20248986946985,2.73116038142639
0.125,0.75,-0.858082613280538,2.70483667041185
0.15,0.75,-1.55755865139999,2.65766193857155
0.175,0.75,-1.8919813677203,2.59888143767038
0.2,0.75,-1.90157625451004,2.53717993200855
0.225,0.75,-1.66592214436331,2.47963324266669
0.25,0.75,-1.29336028151458,2.43086260160887
0.275,0.75,-0.906119524131307,2.39251793043493
0.3,0.75,-0.623554876254849,2.3631670303452
0.325,0.75,-0.546330800779507,2.33859973997326
0.35,0.75,-0.744169227918677,2.31248833297696
0.375,0.75,-1.24896457353475,2.27728649735209
0.4,0.75,-2.05385125285937,2.22522069981103
0.425,0.75,-3.11757730906842,2.14922903055228
0.45,0.75,-4.37259080761862,2.04373227952834
0.475,0.75,-5.73486762484321,1.90516726162788
0.5,0.75,-7.11368900816842,1.73226346304354
0.525,0.75,-8.42018465919051,1.52608077308159
0.55,0.75,-9.57414321314907,1.28984793473457
0.575,0.75,-10.5091544138877,1.02864941933289
0.6,0.75,-11.176317243831,0.749000267673484
0.625,0.75,-11.5466364044334,0.458348349583935
0.65,0.75,-11.6119425476037,0.164539089378671
0.675,0.75,-11.3839894108366,-0.12471118411656
0.7,0.75,-10.8914388367679,-0.402286340125138
0.725,0.75,-10.1748333342128,-0.662029789350227
0.75,0.75,-9.28017992327539,-0.89895441443812
0.775,0.75,-8.25226713481922,-1.10928108748824
0.8,0.75,-7.12905791143006,-1.29032202701349
0.825,0.75,-5.9383243845802,-1.44025098729577
0.85,0.75,-4.69718438237965,-1.55783077446288
0.875,0.75,-3.41449971032576,-1.64216934856083
0.9,0.75,-2.09542421532593,-1.69256856463592
0.925,0.75,-0.746957214629245,-1.70850344814345
0.95,0.75,0.616799823133753,-1.68973845626861
0.975,0.75,1.97083887670513,-1.63655491689317
1,0.75,3.27774270711108,-1.5500410751672
0,0.775,5.85207530816782,2.7867228080616
0.025,0.775,3.88377090103372,2.88231029153847
0.05,0.775,1.9761612154251,2.92972619606023
0.075,0.775,0.256136605967714,2.93254087771819
0.1,0.775,-1.16750881999647,2.89721339173411
0.125,0.775,-2.21555409793037,2.83247383993647
0.15,0.775,-2.84743316767332,2.74845242107403
0.175,0.775,-3.06653802463543,2.65563349289652
0.2,0.775,-2.92059408505249,2.56374429413966
0.225,0.775,-2.49657358774976,2.48070972147802
0.25,0.775,-1.91046131830814,2.41180661173234
0.275,0.775,-1.2931425512857,2.35913255468168
0.3,0.775,-0.774471916975616,2.32146080226776
0.325,0.775,-0.467952710688171,2.29449412549039
0.35,0.775,-0.458311251020967,2.27147204835151
0.375,0.775,-0.793588033283345,2.24403352330846
0.4,0.775,-1.48239056072913,2.20320916005066
0.425,0.775,-2.49594132161211,2.14041230232974
0.45,0.775,-3.77381128352663,2.04832071063451
0.475,0.775,-5.23189155658325,1.92157141693036
0.5,0.775,-6.77130243043129,1.75722817145437
0.525,0.775,-8.28730975324958,1.55501333946771
0.55,0.775,-9.67778526522054,1.31731130834534
0.575,0.775,-10.8509976746656,1.04896138123537
0.6,0.775,-11.7325213608775,0.756865487728036
0.625,0.775,-12.270821323985,0.44944196236387
0.65,0.775,-12.4408391250482,0.135971021389955
0.675,0.775,-12.2448441335164,-0.174104543322127
0.7,0.775,-11.7100935000835,-0.47184765743073
0.725,0.775,-10.8834002307629,-0.749383624079952
0.75,0.775,-9.82342398493656,-1.00028115759394
0.775,0.775,-8.59208221833604,-1.21971938491281
0.8,0.775,-7.24673257584479,-1.40444398474705
0.825,0.775,-5.8346047930671,-1.55255566570619
0.85,0.775,-4.39039306951791,-1.66320233281197
0.875,0.775,-2.93716576110495,-1.73625843006023
0.9,0.775,-1.49000887646837,-1.77206905173813
0.925,0.775,-0.061282777192314,-1.77131213687509
0.95,0.775,1.3338606177211,-1.73499969945212
0.975,0.775,2.67300341602428,-1.66460609066722
1,0.775,3.92408497218776,-1.5622811093131
0,0.8,5.06393726072464,3.04387776954568
0.025,0.8,2.89499790662442,3.11146417070623
0.05,0.8,0.841862570352885,3.12707935307285
0.075,0.8,-0.965239569183615,3.09574885345947
0.1,0.8,-2.41886055725822,3.02538687572592
0.125,0.8,-3.44449478759613,2.92608118498445
0.15,0.8,-4.00816993762593,2.80916061509759
0.175,0.8,-4.12042218642145,2.68612409851328
0.2,0.8,-3.83580422891,2.56752988096643
0.225,0.8,-3.24754008588123,2.46196424502715
0.25,0.8,-2.47763828973217,2.3752077117057
0.275,0.8,-1.66354737958989,2.30970071582986
0.3,0.8,-0.943098717009797,2.26437488211152
0.325,0.8,-0.439794940803006,2.23486540643613
0.35,0.8,-0.250401444252893,2.21407088959174
0.375,0.8,-0.436274360275186,2.19297773001373
0.4,0.8,-1.01910477940533,2.16164527468838
0.425,0.8,-1.98095423794224,2.11023318020893
0.45,0.8,-3.26789209561704,2.02997091616993
0.475,0.8,-4.79628518269289,1.9139855332579
0.5,0.8,-6.46084613092577,1.75793073964099
0.525,0.8,-8.14378959561752,1.56038559889936
0.55,0.8,-9.72462842785857,1.32300032943459
0.575,0.8,-11.0901950698152,1.05038533651271
0.6,0.8,-12.1442622411169,0.74975105800742
0.625,0.8,-12.8158612930677,0.430324729864039
0.65,0.8,-13.0651802512404,0.102598277841583
0.675,0.8,-12.8859926766105,-0.222515492750087
0.7,0.8,-12.3039988689217,-0.534520282480515
0.725,0.8,-11.3711899480384,-0.824064643386832
0.75,0.8,-10.1571710844741,-1.08347481785264
0.775,0.8,-8.73904293748567,-1.30704109511195
0.8,0.8,-7.19173391882036,-1.49104645831893
0.825,0.8,-5.5804880957349,-1.63358013905171
0.85,0.8,-3.95664797996847,-1.73420595173852
0.875,0.8,-2.35707274384903,-1.79357847272558
0.9,0.8,-0.806750278884947,-1.81309270276944
0.925,0.8,0.676435091538489,-1.79463585616283
0.95,0.8,2.07614441350421,-1.74047567932197
0.975,0.8,3.37264204785116,-1.65328605486971
1,0.8,4.53967057292425,-1.5362752526166
0,0.825,4.29258392816992,3.23991247426377
0.025,0.825,1.96719542376315,3.28198131856434
0.05,0.825,-0.194269105119276,3.26923419085536
0.075,0.825,-2.05991756868255,3.2079458762412
0.1,0.825,-3.52466575439309,3.10725113888274
0.125,0.825,-4.51916316807815,2.9783470909688
0.15,0.825,-5.01600243729562,2.83351280618704
0.175,0.825,-5.03246085802164,2.68502161401822
0.2,0.825,-4.62917044197003,2.54403991447618
0.225,0.825,-3.90447837878662,2.41961750374404
0.25,0.825,-2.98482502674244,2.31787577345814
0.275,0.825,-2.01208454861457,2.24148259971623
0.3,0.825,-1.12935613059669,2.1894735292593
0.325,0.825,-0.466934640031615,2.15743585540829
0.35,0.825,-0.130120583740796,2.13802859220528
0.375,0.825,-0.190117034521012,2.12177247122746
0.4,0.825,-0.678673510984984,2.09801917189737
0.425,0.825,-1.58654652996349,2.0559980040487
0.45,0.825,-2.86542472254655,1.98584468765543
0.475,0.825,-4.432772089005,1.87952587062896
0.5,0.825,-6.17907098390526,1.73159430954686
0.525,0.825,-7.97703044215207,1.53971623137549
0.55,0.825,-9.69233292146009,1.30493419617485
0.575,0.825,-11.1953266492173,1.03163603754519
0.6,0.825,-12.3727440132004,0.7272272252355
0.625,0.825,-13.1381684635543,0.401526117755751
0.65,0.825,-13.4397977157228,0.0659403022963438
0.675,0.825,-13.2642101540646,-0.2674852202876
0.7,0.825,-12.6353849534578,-0.587038878324445
0.725,0.825,-11.6090695075526,-0.882207131573015
0.75,0.825,-10.2635008063629,-1.14433576594626
0.775,0.825,-8.68819943841331,-1.36701843785748
0.8,0.825,-6.97287456821851,-1.54619569312995
0.825,0.825,-5.19831620962248,-1.67999794990094
0.85,0.825,-3.4305852606663,-1.7684033584899
0.875,0.825,-1.71902343397667,-1.81280540569305
0.9,0.825,-0.0977983508472146,-1.81558462424375
0.925,0.825,1.40995645021508,-1.77976285059054
0.95,0.825,2.78672839551455,-1.70878791290381
0.975,0.825,4.01540227347574,-1.60645922361357
1,0.825,5.07556163043222,-1.47697176494954
0,0.85,3.5535237125134,3.36514138012932
0.025,0.85,1.12017954066878,3.38515516369651
0.05,0.85,-1.10978155578262,3.34851020202828
0.075,0.85,-3.0042125126933,3.26248369191002
0.1,0.85,-4.4610674338245,3.13716346977251
0.125,0.85,-5.41626016175498,2.98458540532882
0.15,0.85,-5.84867517858975,2.81771502798247
0.175,0.85,-5.78180323506851,2.64935066279966
0.2,0.85,-5.28160128171991,2.49103595851862
0.225,0.85,-4.45048233302954,2.35207916099067
0.25,0.85,-3.41780816923505,2.23877109990554
0.275,0.85,-2.32776377732541,2.15388241515061
0.3,0.85,-1.32590514910212,2.09649027793214
0.325,0.85,-0.545859841345875,2.06214973127446
0.35,0.85,-0.0975683529692283,2.04338726333074
0.375,0.85,-0.0581253960534858,2.03045994909723
0.4,0.85,-0.465821954649557,2.01230265796363
0.425,0.85,-1.31756474018497,1.97757426165296
0.45,0.85,-2.56955381533381,1.91571366404762
0.475,0.85,-4.14098946771602,1.81792304703116
0.5,0.85,-5.92057490173928,1.67800055019992
0.525,0.85,-7.77557499642035,1.49295926232359
0.55,0.85,-9.56305536531589,1.26337222957253
0.575,0.85,-11.1426120836718,0.993405619094412
0.6,0.85,-12.3894687263718,0.690521678796804
0.625,0.85,-13.2064215508526,0.36487005367964
0.65,0.85,-13.53295079427,0.0284251419449573
0.675,0.85,-13.3500344519563,-0.306036729251364
0.7,0.85,-12.6798143940701,-0.625994533894661
0.725,0.85,-11.5801736521929,-0.920146698382001
0.75,0.85,-10.1352320251071,-1.17916804843142
0.775,0.85,-8.44352058399419,-1.39618073809903
0.8,0.85,-6.60593351550188,-1.56691588135999
0.825,0.85,-4.715433026628,-1.68958937888956
0.85,0.85,-2.84994989859721,-1.76456120427967
0.875,0.85,-1.06915693610233,-1.79387257603644
0.9,0.85,0.585011639619967,-1.78075826158729
0.925,0.85,2.08490007669064,-1.7292234543098
0.95,0.85,3.41200429045449,-1.64373883062744
0.975,0.85,4.55164543008764,-1.52907914978899
1,0.85,5.48888136671254,-1.39028766928592
0,0.875,2.86201955594719,3.41459871398196
0.025,0.875,0.371708171035877,3.41677731502778
0.05,0.875,-1.8855333780866,3.36147384582677
0.075,0.875,-3.7784347178047,3.25669231336067
0.1,0.875,-5.20835948333158,3.11318773042183
0.125,0.875,-6.11633334466339,2.94355211710123
0.15,0.875,-6.48708950246769,2.76116773902976
0.175,0.875,-6.34974738879234,2.57910586198984
0.2,0.875,-5.77488012115521,2.40905611464959
0.225,0.875,-4.86802293925445,2.26037651924263
0.25,0.875,-3.76008195514479,2.13935112299879
0.275,0.875,-2.59552866977634,2.04872157856365
0.3,0.875,-1.51957505047579,1.98753723392342
0.325,0.875,-0.665621633905795,1.95133181757319
0.35,0.875,-0.144148857284523,1.93260449724432
0.375,0.875,-0.0339090212664004,1.92155555229298
0.4,0.875,-0.375915653519089,1.90700562072036
0.425,0.875,-1.17041226960653,1.87742129078044
0.45,0.875,-2.37682882326353,1.82196547096275
0.475,0.875,-3.9166973305573,1.73149389438319
0.5,0.875,-5.67949636996907,1.59942112508554
0.525,0.875,-7.53135040099683,1.42238280495024
0.55,0.875,-9.3262753102142,1.20063046348284
0.575,0.875,-10.9192640228524,0.938107411789793
0.6,0.875,-12.1800001628707,0.642183420000917
0.625,0.875,-13.0055619821729,0.323058581454723
0.65,0.875,-13.330322266411,-0.00710640251198657
0.675,0.875,-13.1314845793533,-0.335238231215271
0.7,0.875,-12.4293356962252,-0.648451727411282
0.725,0.875,-11.2822111478753,-0.935067589033917
0.75,0.875,-9.77712996385039,-1.18542954221448
0.775,0.875,-8.01781714520272,-1.3924352182944
0.8,0.875,-6.11219570590005,-1.55174766892306
0.825,0.875,-4.16135539506679,-1.66170551537857
0.85,0.875,-2.25152481689026,-1.72299426843759
0.875,0.875,-0.449858910744915,-1.73817075825197
0.9,0.875,1.19593776420724,-1.71113968986692
0.925,0.875,2.65482266521863,-1.6466745696631
0.95,0.875,3.90765549372116,-1.55004535830722
0.975,0.875,4.94193043351691,-1.42678704515605
1,0.875,5.74747914829507,-1.28259625857151
0,0.9,2.23367501949056,3.38888286364689
0.025,0.9,-0.262506208770223,3.37791527636868
0.05,0.9,-2.50620370447586,3.30963913580928
0.075,0.9,-4.36789441894429,3.19249899678338
0.1,0.9,-5.75246920047064,3.03762524812827
0.125,0.9,-6.60571633802396,2.85788400360592
0.15,0.9,-6.91766427124805,2.6668096209806
0.175,0.9,-6.72246274501883,2.4775010514765
0.2,0.9,-6.09466636363293,2.301567634355
0.225,0.9,-5.14212406930732,2.14821388738121
0.25,0.9,-3.99607297012286,2.02354189138073
0.275,0.9,-2.79941156826177,1.93013120045835
0.3,0.9,-1.69433671876353,1.86692890638275
0.325,0.9,-0.810544134714382,1.82945150167801
0.35,0.9,-0.25497420082629,1.81026961548672
0.375,0.9,-0.103769934623995,1.79972718999465
0.4,0.9,-0.396771599153311,1.78682826205514
0.425,0.9,-1.13464750985951,1.76022261950479
0.45,0.9,-2.27867396455947,1.70921702769051
0.475,0.9,-3.75321591083429,1.62474237850183
0.5,0.9,-5.45101136251588,1.50020245965658
0.525,0.9,-7.24130506976564,1.33213636458332
0.55,0.9,-8.98061834589798,1.12062578731355
0.575,0.9,-10.525512742359,0.869394887514707
0.6,0.9,-11.7461590791972,0.58557330210107
0.625,0.9,-12.5390799018689,0.279130773976271
0.65,0.9,-12.8372726948974,-0.0379679610562259
0.675,0.9,-12.6161258982499,-0.352793817899352
0.7,0.9,-11.8941693147328,-0.652550088775434
0.725,0.9,-10.7285751406901,-0.925599836915896
0.75,0.9,-9.20626097536538,-1.16230667369505
0.775,0.9,-7.43220044637179,-1.35559781463017
0.8,0.9,-5.51693890774545,-1.50121226169844
0.825,0.9,-3.56528974733947,-1.59764305334765
0.85,0.9,-1.66777724551705,-1.64583052106457
0.875,0.9,0.104262025009869,-1.64869093518414
0.9,0.9,1.69976115080867,-1.61058018347963
0.925,0.9,3.08573388547548,-1.53678386654783
0.95,0.9,4.24292097881849,-1.43310341387632
0.975,0.9,5.1607038691257,-1.30557380861339
1,0.9,5.83278494939069,-1.16031084423436
0,0.925,1.68454803898775,3.2943631436557
0.025,0.925,-0.769083657836422,3.2750802908976
0.05,0.925,-2.96100090527415,3.19959230276688
0.075,0.925,-4.76405863239396,3.07650160632579
0.1,0.925,-6.08658841887189,2.91703138511018
0.125,0.925,-6.87865035876425,2.73405331591695
0.15,0.925,-7.13494566895847,2.5410047645564
0.175,0.925,-6.89405604957073,2.35078297847374
0.2,0.925,-6.2339507078154,2.1747072035297
0.225,0.925,-5.26411228247965,2.0216380004462
0.25,0.925,-4.11507801466476,1.89733050894102
0.275,0.925,-2.92653599538361,1.80407435541844
0.3,0.925,-1.83525448831279,1.74064061524922
0.325,0.925,-0.964015014383737,1.70252686767429
0.35,0.925,-0.412401671560102,1.68246262118367
0.375,0.925,-0.249913863612048,1.67111868752896
0.4,0.925,-0.511497851398878,1.65795913871272
0.425,0.925,-1.1954282827441,1.63216855046709
0.45,0.925,-2.2634302191089,1.58359387544616
0.475,0.925,-3.64308356029961,1.50363963794576
0.5,0.925,-5.23264133267389,1.38605600774069
0.525,0.925,-6.90841038069654,1.2275559976313
0.55,0.925,-8.53460546997203,1.02820235003718
0.575,0.925,-9.97515543969943,0.791510390830534
0.6,0.925,-11.1064166104156,0.524238185250991
0.625,0.925,-11.8292815509237,0.235865423901432
0.65,0.925,-12.0789833491073,-0.0621958634277544
0.675,0.925,-11.8310605778465,-0.357576881738566
0.7,0.925,-11.1024958064694,-0.637999644653789
0.725,0.925,-9.94786100195766,-0.89227232823729
0.75,0.925,-8.45116572501873,-1.11111602667145
0.775,0.925,-6.71485022971302,-1.28773437444901
0.8,0.925,-4.84776849753501,-1.41808238660235
0.825,0.925,-2.95405697849916,-1.50083749883379
0.85,0.925,-1.12444560250606,-1.53712050949252
0.875,0.925,0.569000730721915,-1.53004501524626
0.9,0.925,2.07444724638666,-1.48418940395524
0.925,0.925,3.35858852573905,-1.40508188881075
0.95,0.925,4.40269768727525,-1.29876848194391
0.975,0.925,5.19781625701917,-1.17150532602785
1,0.925,5.74056543391786,-1.02957282540023
0,0.95,1.23061625503925,3.14265784190868
0.025,0.95,-1.13761730369272,3.1197058564146
0.05,0.95,-3.24447865349123,3.04246647237094
0.075,0.95,-4.96561997958119,2.91943638533898
0.1,0.95,-6.21257304341123,2.76167225673287
0.125,0.95,-6.93907499951838,2.58180715519933
0.15,0.95,-7.1438227113898,2.39295840857806
0.175,0.95,-6.86922112999054,2.20761916848647
0.2,0.95,-6.19612256273656,2.03663376529835
0.225,0.95,-5.23505936702903,1.88835188254674
0.25,0.95,-4.11501149220616,1.76803737664288
0.275,0.95,-2.97108913684386,1.67757643342069
0.3,0.95,-1.93258335621982,1.61549725518196
0.325,0.95,-1.11260137092077,1.57727425206588
0.35,0.95,-0.600054695370529,1.55586831634025
0.375,0.95,-0.454255833506201,1.54243579289211
0.4,0.95,-0.701961290190063,1.52714098824399
0.425,0.95,-1.33651721517328,1.50001230844472
0.45,0.95,-2.31880058055371,1.4517865313739
0.475,0.95,-3.57985751313041,1.37469717349266
0.5,0.95,-5.02535478088484,1.26316046347408
0.525,0.95,-6.54205561968476,1.11431040636761
0.55,0.95,-8.00637029952483,0.928332963835785
0.575,0.95,-9.29466272528458,0.708555050579054
0.6,0.95,-10.2944890299955,0.461257898207549
0.625,0.95,-10.9154853659466,0.195212513693464
0.65,0.95,-11.0983791018098,-0.0790301990734894
0.675,0.95,-10.8206928311533,-0.350023751244143
0.7,0.95,-10.0981624144597,-0.606388108266643
0.725,0.95,-8.98159112138083,-0.837734737731141
0.75,0.95,-7.54966538979504,-1.03544669693933
0.775,0.95,-5.89894803441016,-1.19322943388038
0.8,0.95,-4.13271519101393,-1.30738442229702
0.825,0.95,-2.35038623369006,-1.37680418369406
0.85,0.95,-0.63907496308962,-1.40272480344021
0.875,0.95,0.931724466488546,-1.38830857394364
0.9,0.95,2.31195999369698,-1.33814299624959
0.925,0.95,3.46967865812179,-1.25774273430039
0.95,0.95,4.38745157094333,-1.15312343293934
0.975,0.95,5.05789250838811,-1.03048833058268
1,0.95,5.47971751331091,-0.896030213463378
0,0.975,0.88656798045142,2.94941642212301
0.025,0.975,-1.36159312274781,2.9269673850599
0.05,0.975,-3.35728319683487,2.85280279903494
0.075,0.975,-4.97919129092279,2.73508188899801
0.1,0.975,-6.14169212376161,2.58446869266587
0.125,0.975,-6.80153702168284,2.41314903179431
0.15,0.975,-6.9606836888341,2.23373201422772
0.175,0.975,-6.66470956877202,2.0581387692496
0.2,0.975,-5.99680071905188,1.89658896015729
0.225,0.975,-5.06799975878844,1.75678820446338
0.25,0.975,-4.00501896905689,1.64339383111161
0.275,0.975,-2.93731221859876,1.55779973678712
0.3,0.975,-1.98509216162634,1.49823827102491
0.325,0.975,-1.24962835885077,1.46015826793024
0.35,0.975,-0.806537812907447,1.43681002471157
0.375,0.975,-0.702121653237042,1.41996204463341
0.4,0.975,-0.952289641432397,1.40067370192722
0.425,0.975,-1.54339312688365,1.37006740418316
0.45,0.975,-2.4343624909932,1.32005545537881
0.475,0.975,-3.55984581972038,1.24399283574146
0.5,0.975,-4.83438193532141,1.13722889655774
0.525,0.975,-6.15785415602331,0.997528453995593
0.55,0.975,-7.42244138209526,0.825329056730658
0.575,0.975,-8.52099369369813,0.62379959442084
0.6,0.975,-9.35631165829884,0.398673053725036
0.625,0.975,-9.8503429942723,0.157847458408149
0.65,0.975,-9.95201520195485,-0.0892259455456307
0.675,0.975,-9.64242762519357,-0.332310500911104
0.7,0.975,-8.93643601825649,-0.56122961063682
0.725,0.975,-7.88025038904582,-0.766691084946572
0.75,0.975,-6.54536555623737,-0.940993846363623
0.775,0.975,-5.01980153694762,-1.07853805470579
0.8,0.975,-3.39808133056103,-1.17608951560695
0.825,0.975,-1.77154363421259,-1.23279101708325
0.85,0.975,-0.220433140086815,-1.24994900822351
0.875,0.975,1.19120446678293,-1.23065750266182
0.9,0.975,2.41740333337752,-1.17933753891923
0.925,0.975,3.4291721609766,-1.1012730168028
0.95,0.975,4.21124433618196,-1.00220918548799
0.975,0.975,4.75794292091284,-0.888052089779413
1,0.975,5.0695458404616,-0.764673858697566
0,1,0.664054138263941,2.73256021745356
0.025,1,-1.43943608642595,2.71409271822179
0.05,1,-3.30662587278018,2.64694107240049
0.075,1,-4.8193438211859,2.53873629661618
0.1,1,-5.89438379106673,2.39956593893498
0.125,1,-6.49079584867257,2.24100078057146
0.15,1,-6.61300573836702,2.07499449445196
0.175,1,-6.30902986758649,1.91276918711829
0.2,1,-5.6637653761094,1.76381160448757
0.225,1,-4.78820571797379,1.63509016955899
0.25,1,-3.80618859973939,1.53057926519888
0.275,1,-2.84071159298051,1.45112325497857
0.3,1,-2.00179828261851,1.39462751450295
0.325,1,-1.37740401742213,1.35651787390683
0.35,1,-1.0280596485418,1.33038010182066
0.375,1,-0.985107335326498,1.30868856612795
0.4,1,-1.25175732112993,1.2835392868497
0.425,1,-1.80589665823279,1.2473313653221
0.45,1,-2.60369814799119,1.19336259041988
0.475,1,-3.58345679197888,1.11632703428513
0.5,1,-4.66955220156973,1.01270928373324
0.525,1,-5.77681631261384,0.881069492885012
0.55,1,-6.81568208647141,0.72220508721983
0.575,1,-7.69834148171955,0.539166804361895
0.6,1,-8.34572745036993,0.337106796338978
0.625,1,-8.6946928242149,0.122948211678184
0.65,1,-8.70439886079284,-0.0951153919418185
0.675,1,-8.36079878725806,-0.308255436853806
0.7,1,-7.67829504173466,-0.507716525109946
0.725,1,-6.69807741402892,-0.685518621052857
0.75,1,-5.48325039814997,-0.835070303076085
0.775,1,-4.11146539979843,-0.951620981885734
0.8,1,-2.66623740198138,-1.03250395408491
0.825,1,-1.22835529745776,-1.0771573127302
0.85,1,0.131270870514343,-1.0869428276148
0.875,1,1.35631446895681,-1.0648138553131
0.9,1,2.40682039120671,-1.01490398430556
0.925,1,3.25822949430142,-0.942107009512245
0.95,1,3.89840248168824,-0.851711578641915
0.975,1,4.32380021890962,-0.749127316103748
1,1,4.53615286726716,-0.639705769610728
